Market Name,Store Name,Bin Location,Provider,Description,Part Number,Store Part ID,Part ID,UPC,Parts Quantity,Most Recent Cost,Weighted Average Cost,Last Ordered Date,Last Used Date,Days Since Last Interaction,Total Cost
"Portland, OR - Tooling Solutions","Portland, OR - Tooling Solutions",,MICHIGAN PNEUMATIC,"CHISEL NARROW  HEX 1-1/8""X6""X18""",1031,930973,138605,,48,$20.50,$20.50,2024-05-24,,238,$984.00
"Olive Branch, MS - Tooling Solutions","Olive Branch, MS - Tooling Solutions",,CRC INDUSTRIES,"CUTTING OIL, 16 OZ, AEROSOL CAN",14050,966097,3746030,078254140506,48,$9.17,$9.17,2024-07-01,,200,$440.11
"Detroit, MI - Tooling Solutions","Detroit, MI - Tooling Solutions",Showroom/1/B,PYRAMEX,Aluminum Full Brim Hard Hat Adapter,HHAAW,1128430,2249701,814992010127,48,$5.16,$5.16,2024-11-06,,72,$247.68
"Port Arthur, TX - Tooling Solutions","Port Arthur, TX - Tooling Solutions",D/07/A/03,GENERAL WORK PRODUCTS,ROLL 3/4 WHITE ELEC.TAPE WHITE,T3/4EW,662581,2253251,700829153238,48,$0.70,$0.70,2024-10-22,2024-10-23,86,$33.60
"Cincinnati, OH - Tooling Solutions","Cincinnati, OH - Tooling Solutions",16/B/2,LIFTALL,"(NLA) SLING NYLON 2"" X 16' 2PLY  EYE & EYE FLAT*",EE2-902X16,688541,3835781,,48,$8.98,$8.98,2023-10-16,,459,$431.04
"Port Arthur, TX - Tooling Solutions","Port Arthur, TX - Tooling Solutions",P24,BULK - SLIP BLIND 150,"BLIND PADDLE 3"" 150# 1/4"" THICK",810-0304,897635,4126489,,48,$17.00,$17.33,2025-01-10,2025-01-17,0,$831.70
"Port Arthur, TX - Tooling Solutions","Port Arthur, TX - Tooling Solutions",A/03/B/05,KLEENGUARD,"V30 Nemesis Safety Glasses , Smoke Mirror, Polycarbonate Lens, Mirror, Black Frame/Temples, Nylon",25688,600201,3746615,,48,$4.81,$4.81,2023-08-21,2024-06-10,221,$230.88
"Houston, TX - Tooling Solutions","Houston, TX - Tooling Solutions",05/C/05,GENERAL WORK PRODUCTS,LEATHER DRIVER GLOVE ORANGE FINGER TIPS VIS XL,G8823HVWH-XL,642162,3831208,,48,$2.15,$2.15,2023-08-22,2023-08-23,513,$103.20
"Baton Rouge, LA - Tooling Solutions","Baton Rouge, LA - Tooling Solutions",AISLE 5 - ROW C - BIN 1,CRC INDUSTRIES,CRC BRAKE CLEANER,05088,483373,2249788,078254050881,48,$3.51,$3.57,2025-01-14,2025-01-14,3,$171.20
"Port Arthur, TX - Tooling Solutions","Port Arthur, TX - Tooling Solutions",A/04/A/01,RUSTOLEUM,"Industrial Choice® M1600/M1800 System Precision-Line Inverted Marking Paint, 17 oz, Fluorescent Orange, M1600 Solvent-Based",203027V,605720,3693330,020066008567,48,$4.98,$4.98,2024-04-26,2024-11-30,48,$239.04
"Baton Rouge, LA - Tooling Solutions","Baton Rouge, LA - Tooling Solutions",Aisle 5 - Row C - Bin 1,3M,"Super 77™ CA Mult-Purpose Spray Adhesive, 16 oz, Aerosol Can, Clear",021200-21210,1178984,2057168,021200212109,48,$14.68,$14.68,2024-12-23,,25,$704.64
"Houston, TX - Tooling Solutions","Houston, TX - Tooling Solutions",C5/A/9,DRILL AMERICA,15/32 HSS Black Oxide Jobber Length Drill Bit,D/AN15/32,769636,3977662,887861004091,48,$3.32,$3.32,2024-01-09,,374,$159.36
"Tulsa, OK - Tooling Solutions","Tulsa, OK - Tooling Solutions",F/3/1,LENCO,LC-40 Black Male,05053,849165,3693820,815411013835,48,$7.49,$7.49,2024-03-08,2024-09-30,109,$359.52
"Atlanta, GA - Tooling Solutions","Atlanta, GA - Tooling Solutions",T9/05,GENERAL WORK PRODUCTS,"PER/PAIR - 12"" PVC GLOVE ROUGH",G2233R-PAIR,677412,3556521,700829117599,48,$1.22,$1.22,2023-10-03,,472,$58.56
"Houston, TX - Tooling Solutions","Houston, TX - Tooling Solutions",C5/A/8,DRILL AMERICA,15/64 HSS Black Oxide Jobber Length Drill Bit,D/AN15/64,769654,3977637,887861003940,48,$0.86,$0.86,2024-01-09,,374,$41.28
"Houston, TX - Tooling Solutions","Houston, TX - Tooling Solutions",C5/A/7,DRILL AMERICA,19/64 HSS Black Oxide Jobber Length Drill Bit,D/AN19/64,769649,3977655,887861003988,48,$1.40,$1.40,2024-01-09,,374,$67.20
"Corpus Christi, TX - Tooling Solutions","Corpus Christi, TX - Tooling Solutions",Conex 1 left side,GENERAL WORK PRODUCTS,16ga. x 3.5lb BLACK TIE WIRE - CASE,CMBW16 - BULK,956656,3693372,,48,$38.00,$38.00,2024-06-20,2024-10-24,85,"$1,824.00"
"Tulsa, OK - Tooling Solutions","Tulsa, OK - Tooling Solutions",gloves/2/2,MAGID GLOVE AND SAFETY MANUFACTURING CO. LLC,"X-Large, Goatskin Para-Aramid Lined Driver Impact Glove – Cut Level A6",TRX814XL,898156,2038960,,48,$10.00,$10.00,2024-06-07,,224,$480.00
"Houston, TX - Tooling Solutions","Houston, TX - Tooling Solutions",05/D/04,GENERAL WORK PRODUCTS,MED LEATHER PALM IMPACT 2 GLOVE,G933G2M-EACH,601733,3749603,,48,$9.00,$9.00,2023-06-30,2024-08-30,140,$432.00
"Huntsville, AL - Tooling Solutions","Huntsville, AL - Tooling Solutions",4/A/5,GENERAL WORK PRODUCTS,16ga. x 3.5lb BLACK TIE WIRE - CASE,CMBW16,1173707,2035797,700829122999,48,$39.84,$39.84,2024-12-18,2024-12-19,29,"$1,912.43"
"Atlanta, GA - Tooling Solutions","Atlanta, GA - Tooling Solutions",U10/04,GENERAL WORK PRODUCTS,5-gallon lid for bucket,PL5GPN,585572,1389064,,48,$1.65,$1.65,2023-06-09,2024-10-03,106,$79.20
"Port Arthur, TX - Tooling Solutions","Port Arthur, TX - Tooling Solutions",A/03/A/02,CRC INDUSTRIES,20oz brake cleaner aerosol can,05089,1003728,3750244,,48,$4.78,$4.92,2024-08-14,2024-10-16,93,$236.26
"Houston, TX - Tooling Solutions","Houston, TX - Tooling Solutions",C5/A/7,DRILL AMERICA,13/64 HSS Black Oxide Jobber Length Drill Bit,D/AN13/64,769657,3977647,887861003926,48,$0.70,$0.70,2024-01-09,,374,$33.60
"Houston, TX - Tooling Solutions","Houston, TX - Tooling Solutions",C5/A/9,DRILL AMERICA,7/16 HSS Black Oxide Jobber Length Drill Bit,D/AN7/16,769640,3977663,887861004077,48,$2.79,$2.79,2024-01-09,,374,$133.92
"Port Arthur, TX - Tooling Solutions","Port Arthur, TX - Tooling Solutions",,NIGHTSTICK,Intrinsically Safe Dual-Function Headlamp,XPP-5450G,1028787,4028238,017398803007,48,$35.00,$35.00,2024-08-31,,139,"$1,680.00"
"Tulsa, OK - Tooling Solutions","Tulsa, OK - Tooling Solutions",,CS UNITEC,"Hacksaw Blade 24"" SL, 16 TPI (stainless steel)",Z22-73 HSS-SL,734956,50782,,48,$32.00,$31.21,2024-02-05,2024-10-08,101,"$1,498.08"
"St. Louis, MO - Tooling Solutions","St. Louis, MO - Tooling Solutions",D WALL,PYRAMEX,RIDGELINE HARD HAT - WHITE - RIDGELINE FULL BRIM 4 PT RATCHET SUSPENSION,HPS4110,996395,4002018,,48,$8.00,$8.00,2024-07-31,,170,$384.00
"Atlanta, GA - Tooling Solutions","Atlanta, GA - Tooling Solutions",T12/01 & T3/06,GENERAL WORK PRODUCTS,CASE 3XL DISP COVERALL NO HOOD E/W/A,PPCW1702-3XL,677387,3864916,,48,$55.00,$55.00,2023-10-03,2024-12-24,24,"$2,640.00"
"Odessa, TX - Tooling Solutions","Odessa, TX - Tooling Solutions",,BULK - JOBSITE EQUIPMENT,FENCE COUPLER HD,350-1617,1200249,5950137,,48,$2.00,$2.00,2025-01-15,2025-01-17,0,$96.00
"Houston, TX - Tooling Solutions","Houston, TX - Tooling Solutions",04/C/02,HEXARMOR,"21 ga A4, Foam Nitrile Palm Touchscreen Impact Glove",3016-XXXL (12),592043,3468608,,48,$13.28,$13.28,2023-06-19,,578,$637.44
"Port Arthur, TX - Tooling Solutions","Port Arthur, TX - Tooling Solutions",,STANLEY,"FM TAPE CD 25' 1/4""",33-725,1198620,3977273,,48,$14.20,$14.20,2025-01-14,,3,$681.60
"Port Arthur, TX - Tooling Solutions","Port Arthur, TX - Tooling Solutions",C/03/B/05,TECHNIWELD,Male & Female #2 MBP Tweco® Style Cable Connector - Orange Sleeves (Comparable to Tweco 2-MPC and Lenco: LC-40NO) RTP2MBP,RTP2MBPORANGE,1004504,5323859,,48,$10.73,$10.73,2024-08-08,2025-01-07,10,$515.04
"Houston, TX - Tooling Solutions","Houston, TX - Tooling Solutions",C5/A/7,DRILL AMERICA,7/32 HSS Black Oxide Jobber Length Drill Bit,D/AN7/32,769653,3977639,887861003933,48,$0.78,$0.78,2024-01-09,,374,$37.44
"Houston, TX - Tooling Solutions","Houston, TX - Tooling Solutions",01/C/04,PSS INDUSTRIAL CORP,CROWN INK REMOVER 6095,205-6095,462989,2058478,,48,$7.83,$7.77,2024-03-28,2022-12-29,750,$372.96
"Houston, TX - Tooling Solutions","Houston, TX - Tooling Solutions",C5/A/1,DRILL AMERICA,39/64 HSS Black Oxide Jobber Length Drill Bit,D/AN39/64,769603,3977771,887861004183,48,$9.30,$9.30,2024-01-09,,374,$446.40
"Houston, TX - Tooling Solutions","Houston, TX - Tooling Solutions",C3/E/04,MARKAL,MARKER VALVE ACTION BLACK,96823,415786,2038729,,48,$2.74,$2.74,2022-10-11,,829,$131.52
"Port Arthur, TX - Tooling Solutions","Port Arthur, TX - Tooling Solutions",D/01/B/02,GENERAL WORK PRODUCTS,4XL ORNG VEST DOT REFLECT CL 2,SVO23394XL,507486,3549005,,48,$5.85,$5.85,2023-02-24,2023-11-30,414,$280.80
"Huntsville, AL - Tooling Solutions","Huntsville, AL - Tooling Solutions",N/A,BULK - JOBSITE EQUIPMENT,FENCE GATE COUPLER,350-1615,1190220,5949904,,48,$2.00,$2.00,2025-01-06,2025-01-17,0,$96.00
"Houston, TX - Tooling Solutions","Houston, TX - Tooling Solutions",02/A/07,INDUSTRIAL AIR TOOL,"WEDGE, STEEL WITH SAFETY CABLES",SWBN-1A,869500,649958,,48,$194.40,$194.40,2024-05-06,2024-08-30,140,"$9,331.20"
"Cincinnati, OH - Tooling Solutions","Cincinnati, OH - Tooling Solutions",7/A/7,DBI-SALA,RETRACTOR TOOL 5LB,1500156,682072,3840551,,48,$12.93,$12.93,2024-08-23,,147,$620.64
"Odessa, TX - Tooling Solutions","Odessa, TX - Tooling Solutions",,MICHIGAN PNEUMATIC,"OIL, 1 QRT AIR TOOL OIL",OIL-085,1181667,72137,,48,$7.60,$7.60,2024-12-27,,21,$364.80
"Huntsville, AL - Tooling Solutions","Huntsville, AL - Tooling Solutions",10/A/3,MICHIGAN PNEUMATIC,"OIL, 1 QRT AIR TOOL OIL",OIL-085,758515,72137,,48,$7.60,$7.60,2023-12-26,,388,$364.80
"Phoenix, AZ - Tooling Solutions","Phoenix, AZ - Tooling Solutions",06-05-03-08C,GENERAL WORK PRODUCTS,"ROLL/#15 3"" X 1000 CAUTION/CUIDADO",T3CS1512/C,1177816,5857679,,48,$3.75,$3.75,2024-12-21,,27,$180.00
"Olive Branch, MS - Tooling Solutions","Olive Branch, MS - Tooling Solutions",,LOCTITE,"242™ Threadlocker, Medium Strength, 50 mL, 1/4 in to 3/4 in Thread, Blue",135355,963804,2057514,079340242319,48,$41.46,$41.46,2024-06-28,,203,"$1,990.08"
"Port Arthur, TX - Tooling Solutions","Port Arthur, TX - Tooling Solutions",C/01/F/03,HEXARMOR,"Heat Armor, A6, Premium Goat, MIG Welding Glove / Impact",5055-M (8),873991,3468640,,48,$18.99,$18.99,2024-08-31,,139,$911.52
"Lakeland, FL - Tooling Solutions","Lakeland, FL - Tooling Solutions",TC-JJ3,ORGILL INC,Bar & Chain Oil,2931,1102319,5881147,,48,$3.94,$3.94,2024-10-15,,94,$189.12
"Houston, TX - Tooling Solutions","Houston, TX - Tooling Solutions",C5/A/8,DRILL AMERICA,9/32 HSS Black Oxide Jobber Length Drill Bit,D/AN9/32,769648,3977651,887861003971,48,$1.09,$1.09,2024-01-09,,374,$52.32
"Lakeland, FL - Tooling Solutions","Lakeland, FL - Tooling Solutions",TC-H4,PYRAMEX,Ridgeline Full Brim WHITE,HP54110-W,898722,4121847,,48,$8.00,$8.00,2024-04-24,,268,$384.00
"Cincinnati, OH - Tooling Solutions","Cincinnati, OH - Tooling Solutions",04/B/02,CRESCENT,"PLIERS LOCKING 6"" LONG NOSE WITH CUTTER  3/PK    654-6",C6NVN,688622,3835081,,48,$3.60,$3.60,2023-10-16,,459,$172.80
"Houston, TX - Tooling Solutions","Houston, TX - Tooling Solutions",C5/A/7,DRILL AMERICA,11/64 HSS Black Oxide Jobber Length Drill Bit,D/AN11/64,769659,3977642,887861003902,48,$0.57,$0.57,2024-01-09,,374,$27.36
"Denver, CO - Tooling Solutions","Denver, CO - Tooling Solutions",B140102,BULK - WELDING LEAD,WELDING CABLE 2/0 ELECTRODE HOLDER 250 AMP 10' TRACKED,900-0295,439798,2053837,,48,$93.75,$85.15,2024-09-27,2025-01-17,0,"$4,087.15"
"Chicago, IL - Tooling Solutions","SW Chicago, IL - Tooling Solutions",B4 - 3,GENERAL WORK PRODUCTS,"3"" X 1000 DANGER TAPE, 12 count",T3D1512/C,699442,2054451,,48,$8.69,$38.95,2024-12-21,2023-10-30,445,"$1,869.52"
"El Dorado, AR - Tooling Solutions","El Dorado, AR - Tooling Solutions",Showroom 4 AA02B,EAGLE TAPTEK,MED LINE YELLOW PAINT MARKER,PM16-01416 YEL,676800,2060525,842006014168,48,$1.77,$1.77,2024-08-29,2023-10-03,472,$84.96
"Long Beach, CA - Tooling Solutions","Long Beach, CA - Tooling Solutions",C5.02.01,MICHIGAN PNEUMATIC,"OIL, 1 QRT AIR TOOL OIL",OIL-085,906064,72137,,48,$7.60,$7.60,2024-04-30,,262,$364.80
"St. Louis, MO - Tooling Solutions","St. Louis, MO - Tooling Solutions",L 4 4,MICHIGAN PNEUMATIC,"12"" Jumbo Moil Point (Rivet Buster)",JRB-12MP-USA,846315,54282,,47,$15.95,$15.95,2024-03-06,,317,$749.65
"Savannah, GA - Tooling Solutions","Savannah, GA - Tooling Solutions",Milwaukee Display (Temporarily),MILWAUKEE TOOL,Ultimate Jobsite Backpack,48-22-8201,1181987,3882848,45242509133,47,$92.00,$92.00,2024-12-27,2024-12-27,21,"$4,324.00"
"Tulsa, OK - Tooling Solutions","Tulsa, OK - Tooling Solutions",B/3/FLOOR,PYRAMEX,Aluminum Full Brim Hard Hat Adapter,HHAAW,981957,2249701,814992010127,47,$7.40,$7.40,2024-07-18,,183,$347.80
"Chicago, IL - Tooling Solutions","SW Chicago, IL - Tooling Solutions",A1 - 1,GENERAL WORK PRODUCTS,"MED, LEATHER GLOVE, PAIR",G9060M-PAIR,451207,2053081,700829121756,47,$8.50,$8.50,2022-12-06,2024-12-21,27,$399.50
"Atlanta, GA - Tooling Solutions","Atlanta, GA - Tooling Solutions",B1/05 & U6/01 & U6/02 & U7/01,ADVANTAGE WIPING MATERIAL,50# COLORED KNIT RAGS,ES50CK,674457,2261949,,47,$33.50,$33.50,2023-09-29,2024-02-27,325,"$1,574.50"
"Olive Branch, MS - Tooling Solutions","Olive Branch, MS - Tooling Solutions",,METABO,5/8-11 Clamping Nut,316055450,903230,3991620,,47,$6.34,$6.34,2024-04-29,2024-05-21,241,$297.98
"Port Arthur, TX - Tooling Solutions","Port Arthur, TX - Tooling Solutions",,DEWALT,OUTER FLANGE,390426-00,900362,4126676,,47,$6.14,$6.14,2024-04-25,2024-12-29,19,$288.58
"Port Arthur, TX - Tooling Solutions","Port Arthur, TX - Tooling Solutions",PC3-1,MICHIGAN PNEUMATIC,Retaining Ring (CA087404),750SS-38B,378494,83968,,47,$2.65,$2.52,2024-07-29,2024-08-31,139,$118.51
"Houston, TX - Tooling Solutions","Houston, TX - Tooling Solutions",04/C/02,HEXARMOR,"360 A6, Leather Palm, Impact, Cooling Tech Mechanics Style Glove",4073-XXL (11),517539,3468631,,47,$15.11,$15.11,2023-03-09,2024-12-30,18,$710.17
"Phoenix, AZ - Tooling Solutions","Phoenix, AZ - Tooling Solutions",06-11-02-06C,MICHIGAN PNEUMATIC,"12"" MOIL POINT ( Chipping Hammer )",315-12,1180434,40500,,47,$9.95,$9.95,2024-12-26,,22,$467.65
"Baton Rouge, LA - Tooling Solutions","Baton Rouge, LA - Tooling Solutions",AISLE 8 - ROW B - BIN 1,MICHIGAN PNEUMATIC,"1"" X 4-1/4 X 14"", NARROW CHISEL",925,505387,70897,,47,$14.50,$14.48,2024-08-26,2024-12-02,46,$680.34
"Tulsa, OK - Tooling Solutions","Tulsa, OK - Tooling Solutions",Shop Cabinet,DEWALT,OUTSIDE FLANGE HEX HOLE,N134467,902645,3836131,,47,$4.21,$4.21,2024-04-29,2024-08-02,168,$197.87
"Houston, TX - Tooling Solutions","Houston, TX - Tooling Solutions",02/A/06,NORTON,6-7/8X.020X5/8-11/CARBON STEEL/*BULK PACKED/STRINGER BEAD KNOT WIRE WHEEL BRUSHES FOR STEEL,66252840468,960095,4028803,,47,$17.04,$17.04,2024-12-29,2024-06-28,203,$800.88
"Cincinnati, OH - Tooling Solutions","Cincinnati, OH - Tooling Solutions",5/B/4,PROTO,"PROTO 1/2"" DRIVE IMPACT SOCKET 3/8"" - 6 POINT",J7412H,692229,132311,,47,$1.76,$2.67,2023-10-18,,457,$125.49
"El Dorado, AR - Tooling Solutions","El Dorado, AR - Tooling Solutions",,BULK - WELDING LEAD,WELDING CABLE 2/0 GROUND CLAMP 400 AMP 10' STEEL CLAMP 10',900-0215,266724,137988,,47,$86.91,$240.22,2023-08-23,2025-01-17,0,"$11,290.31"
"Denver, CO - Tooling Solutions","Denver, CO - Tooling Solutions",C01014,GENERAL WORK PRODUCTS,DOZ M - EQUIPMENTSHARE LEATHER IMPACT A6 CUT LINER W/ ELASTIC CUFF,GDRIVERLOGO - M,1075679,3749596,,47,$108.00,$108.00,2025-01-09,,8,"$5,076.00"
"El Dorado, AR - Tooling Solutions","El Dorado, AR - Tooling Solutions",BR SCT 6 AA02E,LINCOLN ELECTRIC,"Magnum Pro 100L & 175L Gas Nozzle- Flush, 1/2"" ID - 25/pack",KP3075-1-50F-B25,449025,2054693,,47,$9.62,$9.62,2024-08-29,2024-08-01,169,$452.14
"Baton Rouge, LA - Tooling Solutions","Baton Rouge, LA - Tooling Solutions",Parts Bin #1 - B,MICHIGAN PNEUMATIC,NEEDLES 3mm FLAT 19PC/ST,3MM19,96873,54253,,47,$10.00,$7.00,2024-12-23,2024-10-07,102,$329.00
"Cincinnati, OH - Tooling Solutions","Cincinnati, OH - Tooling Solutions",14/B/3,AMPCO,WEDGE BRASS 2 X 8-1/2 X 1-1/4,W-10,681822,3834943,,47,$20.69,$20.69,2023-10-09,,466,$972.43
"Cincinnati, OH - Tooling Solutions","Cincinnati, OH - Tooling Solutions",8/A/2,GUARDIAN,RETAIL PACK ORANGE 72 INCH WEB LANYARD WITH TRIPLE ACTION LOCK & SWIVEL WITH LOOP 80,L72803TSWLP-R,689051,3836184,,47,$20.25,$20.25,2023-10-16,,459,$951.75
"Houston, TX - Tooling Solutions","Houston, TX - Tooling Solutions",C5/A/5,DRILL AMERICA,33/64 HSS Black Oxide Jobber Length Drill Bit,D/AN33/64,769613,3977760,887861004121,47,$7.09,$7.09,2024-01-09,,374,$333.23
"Port Arthur, TX - Tooling Solutions","Port Arthur, TX - Tooling Solutions",C/03/D/03,NORTON,"1-1/2""X1""X1/4"" SHANK FLAP WHEELS P80 MINI-WHEELS R207",63642502593,1028783,3556782,10636425025938,47,$3.82,$3.82,2024-12-30,2024-10-30,79,$179.54
"Cincinnati, OH - Tooling Solutions","Cincinnati, OH - Tooling Solutions",06/A/02,HEXARMOR,GLOVE CHROME SLT LEATHER IMP 2XL (12/PK),4060-XXL,691924,3836256,,47,$9.31,$9.31,2024-08-23,2024-01-19,364,$437.57
"Port Arthur, TX - Tooling Solutions","Port Arthur, TX - Tooling Solutions",A/03/A/03,AEROKROIL,KROIL CHEM LUBE 0002,KS102C,605684,2058479,857236004018,47,$17.45,$17.47,2024-04-29,2024-08-30,140,$821.05
"Martinez, CA - Tooling Solutions","Martinez, CA - Tooling Solutions",,MICHIGAN PNEUMATIC,"OIL, 1 QRT AIR TOOL OIL",OIL-085,697657,72137,,47,$7.60,$7.30,2023-10-25,2025-01-08,9,$343.10
"St. Louis, MO - Tooling Solutions","St. Louis, MO - Tooling Solutions",L 4 3,MICHIGAN PNEUMATIC,"12"" Jumbo Chisels ( Rivet Buster )",JRB-12FC-USA,846316,54283,,47,$15.95,$15.95,2024-08-24,,146,$749.65
"Cincinnati, OH - Tooling Solutions","Cincinnati, OH - Tooling Solutions",04/B/02,CHANNELLOCK,"PLIER 8"" NEEDLE NOSE NEEDLE NOSE",317,695252,3835062,,47,$6.53,$6.53,2023-10-23,,452,$306.91
"Cincinnati, OH - Tooling Solutions","Cincinnati, OH - Tooling Solutions",4/A/4,PIP,HEADLAMP 250LUMEN RECHARGEABLE MOTION ACTIVATED,78834,689021,3835523,,47,$17.80,$17.80,2023-10-16,,459,$836.60
"Huntsville, AL - Tooling Solutions","Huntsville, AL - Tooling Solutions",1/E/4,HOSE POWER,"1/2"" Female End",UF-050,902098,3426033,,47,$2.85,$2.85,2024-04-26,2025-01-17,0,$133.95
"St. Louis, MO - Tooling Solutions","St. Louis, MO - Tooling Solutions",S,RAPID MELT,Ice Melt 50Lb Bag,2651514,1186270,5949869,,47,$11.14,$11.14,2025-01-02,2025-01-09,8,$523.58
"Corpus Christi, TX - Tooling Solutions","Corpus Christi, TX - Tooling Solutions",K101,PYRAMEX,Disposable Uncorded Earplugs,DP1000,648009,2060551,18149920043243,47,$13.77,$13.77,2025-01-13,2024-08-05,165,$647.19
"Huntsville, AL - Tooling Solutions","Huntsville, AL - Tooling Solutions",4/F/3,BULK - FLUID ACCESSORY,WHIP HOSE & OILER,700-1210,707483,88575,,46,$52.00,$66.28,2025-01-16,2025-01-17,0,"$3,048.89"
"Denver, CO - Tooling Solutions","Denver, CO - Tooling Solutions",C7S1,MICHIGAN PNEUMATIC,"CHISEL, 18IN RDOC FLAT",303-18,451565,70894,,46,$12.95,$13.23,2022-12-06,,773,$608.58
"Houston, TX - Tooling Solutions","Houston, TX - Tooling Solutions",C2/D/2,REECE,"1-1/2"" ALUMINUM SAFETY LOCK BLACK",AL38BLK,884876,4126034,,46,$8.90,$8.90,2024-09-20,2024-09-26,113,$409.40
"Port Arthur, TX - Tooling Solutions","Port Arthur, TX - Tooling Solutions",D/05/A/01,ADVANTAGE WIPING MATERIAL,25# COLORED KNIT RAGS,ES25CK,926394,2261950,,46,$17.25,$17.25,2024-05-20,,242,$793.50
"Houston, TX - Tooling Solutions","Houston, TX - Tooling Solutions",06/B/01,BEHRENS,"Pail, 2.5 gal., Steel, Gal. Bucket",1210,545790,2250507,035162700109,46,$11.02,$11.20,2024-03-21,2023-08-29,507,$515.02
"Port Arthur, TX - Tooling Solutions","Port Arthur, TX - Tooling Solutions",P55,BULK - SLIP BLIND 150,"BLIND PADDLE 8"" 150# 1/4"" THICK",810-0804,897654,4126492,,46,$37.00,$37.07,2024-09-26,2024-09-06,133,"$1,705.04"
"El Dorado, AR - Tooling Solutions","El Dorado, AR - Tooling Solutions",,MICHIGAN PNEUMATIC,SLEEVE LOWER SPLIT,2103S,415601,2038255,,46,$7.35,$7.44,2022-10-11,2024-08-29,141,$342.24
"St. Louis, MO - Tooling Solutions","St. Louis, MO - Tooling Solutions",E/4/3,ANCHOR BRAND,10 PERSON FIRST AID KIT,10-9-FAKP,1136018,3840536,,46,$13.38,$13.38,2024-11-13,2024-12-16,32,$615.66
"Cincinnati, OH - Tooling Solutions","Cincinnati, OH - Tooling Solutions",15/B/4,3M,CLIP GOGGLE HARD HAT 10PAIR/CASE,46448-1,683302,3836416,,46,$10.19,$10.19,2023-10-10,,465,$468.74
"Tulsa, OK - Tooling Solutions","Tulsa, OK - Tooling Solutions",,BULK - RADIO,RADIO BATTERY INTRINSICALLY SAFE R7,770-1210,1087764,3690647,,46,$90.72,$90.72,2024-12-23,2024-10-18,91,"$4,173.25"
"Mobile, AL - Tooling Solutions","Mobile, AL - Tooling Solutions",Parts Room 1-C7,MICHIGAN PNEUMATIC,"12"" MOIL POINT ( Chipping Hammer )",315-12,375491,40500,,46,$10.00,$9.79,2023-02-21,2024-07-29,172,$450.34
"Houston, TX - Tooling Solutions","Houston, TX - Tooling Solutions",SB2/01,"HARRINGTON HOISTS, INC.",M2x12 Cotter Pin,9009411,580948,3695642,,46,$0.61,$0.61,2024-12-29,2023-08-14,522,$28.06
"Cincinnati, OH - Tooling Solutions","Cincinnati, OH - Tooling Solutions",3/A/1,MICHIGAN PNEUMATIC,"18"" Jumbo Chisels",JRB-18FC-USA,570003,54285,,46,$23.75,$21.93,2023-05-19,,609,"$1,008.78"
"Baton Rouge, LA - Tooling Solutions","Baton Rouge, LA - Tooling Solutions",AISLE 1 - ROW C - BIN 1,DEWALT,OUTSIDE FLANGE HEX HOLE,N134467,898896,3836131,,46,$4.21,$4.21,2024-04-24,2024-08-26,144,$193.66
"Olive Branch, MS - Tooling Solutions","Olive Branch, MS - Tooling Solutions",,MASTERLOCK,COMBINATION BRASS PADLOCK,175DLH,966098,3746000,071649395505,46,$18.53,$18.53,2024-07-01,,200,$852.33
"Houston, TX - Tooling Solutions","Houston, TX - Tooling Solutions",05/E/03,INDUSTRIAL AIR TOOL,RAGS #1 COLORED /25 LB BOX,1C25,361003,781734,,46,$15.82,$15.82,2024-03-01,2024-08-30,140,$727.72
"Tulsa, OK - Tooling Solutions","Tulsa, OK - Tooling Solutions",B/3/1,GENERAL WORK PRODUCTS,"HARNESS 5PT., TONGUE AND BUCKLE LEG STRAPS, BACK D-RING., BLUE COLOR",H212100031,956179,2038820,00700829101901,46,$24.00,$24.91,2024-10-21,2024-12-09,39,"$1,145.82"
"Lakeland, FL - Tooling Solutions","Lakeland, FL - Tooling Solutions",TC-HH2,TRUFUEL,2-cycle 50:1 110 oz.,6525606,1102321,54370,875750002303,46,$15.90,$15.90,2024-10-15,2024-10-29,80,$731.40
"Baton Rouge, LA - Tooling Solutions","Baton Rouge, LA - Tooling Solutions",AISLE 1 - ROW A - BIN 5,GATEWAY SAFETY,"Safety Goggles, Clear Anti-Fog",45079,1086379,5870047,,46,$2.39,$2.45,2024-10-11,2024-10-14,95,$112.77
"Port Arthur, TX - Tooling Solutions","Port Arthur, TX - Tooling Solutions",A/03/A/02 & PC4-3,LINCOLN ELECTRIC,"DIFFUSER, THREAD-ON, 350A",KP2746-1,408906,11991,015082877945,46,$7.28,$7.04,2024-08-31,2024-12-29,19,$323.84
"Phoenix, AZ - Tooling Solutions","Phoenix, AZ - Tooling Solutions",08-10-02-07C,GENERAL WORK PRODUCTS,XL X84 GLOVE CUT 8 PUNTURE 4,G4584XL,972186,3999685,,46,$7.91,$7.91,2024-07-09,2024-12-24,24,$363.86
"Charlotte, NC - Tooling Solutions","Charlotte, NC - Tooling Solutions",,CTS CEMENT,Rapid Set® WunderFixx TM Bag,703010050,1155645,5324147,,46,$14.50,$14.50,2024-12-03,2024-12-03,45,$667.00
"Cincinnati, OH - Tooling Solutions","Cincinnati, OH - Tooling Solutions",12/A/1,LIFTALL,"SLING WIRE 5/16"" X 2' 6"" X 6"" 6X19 IWRC EIP STEEL SWAGE",516EEX2,688848,3836378,,46,$3.99,$3.99,2023-10-16,,459,$183.54
